,,,,
,"●感度電流の選定基準例
感度電流
高感度形",15mA,,"選定目的
・感電の危険性が非常に高い場所。（湿潤場所など）
・間違って人体が活線に接触しても保護したい場合。
・移動形，可搬形など接地線が切断する恐れ
　のある場合。但し，大容量回路では不要動
　作する恐れがあります。
・機器の接地工事が困難な場合。"
,,,,
,,,,
,,,,
,,30mA,,
,,,,"（15mA‥‥‥電気設備技術基準解釈第29条参照）
・機器の接地が確実に行われている回路で漏
　電による感電保護を目的とする場合。
・漏電火災保護を目的とする場合。"
,中感度形,100mA,,
,,,,
,,200mA,,
,,,,
,,500mA,,
,,,,
,,1000mA,,・高感度形では不要動作する場合。
