形式,,,EW250RAW-3P,EW400RAW-3P
フレームの大きさ〔A〕,,250,,400
,,,,
極数および素子数,,3P3E,,
,,,,
定格使用電圧 AC〔V〕,,200-440 共用,,
,,,,
使用可能電圧範囲〔V〕,,160-484,,
,,,,
定格インパルス耐電圧〔kV〕 6,,,,
,,,,
定格電流〔A〕,,225,,400
,,,,
定格周波数〔Hz〕,,50/60Hz 共用,,
,,,,
瞬時引外し電流〔A〕,,2500A ± 20%,,5600A ± 20%
,,,,
"定格遮断容量
Icu/Ics",,AC415V 50/25,,
,,AC200V 100/50,,
通電時間設定〔s〕,,0.2-2.0 ± 20%,,
定格感度電流〔mA〕,,30,,
定格不動作電流〔mA〕,,15,,
最大動作時間〔s〕,,0.1,,
,,,,
,,,,
,,,,
