電路,"低圧幹線
解釈第148条",,,,,"分岐回路
解釈第149条",,,,,
,,,,,,,,,,,
"負荷の種類
（ΣIL＜ΣIM）
（IL≦50A）
（IL＞50A）
（ΣIM≦50A）（ΣIM＞50A）
（ΣIL≧ΣIM）
4
（ΣIM≦50A）（ΣIM＞50A）","一般機器
（電動機等
を除く）",,電動機等を含む場合,,,"一般機器
（電動機等を除く）",,,電動機等のみの場合,,
,,,,,,,,,,,
,,,,,,,,,,,
