,,
,カタログの仕様一覧表（D3 編）に記載しています。,
"4
定格使用電圧",,使用可能電圧範囲
AC100-230V,,80 〜 264V
,,
AC100-230-440V,,80 〜 484V
,,
AC200-440V,,160 〜 484V
,,
"AC240V
AC100/200V
漏電遮断器の選定",,"80 〜 264V
160 〜 242V"
,,
