,,,
,●地絡電流と災害,,
,,,
,地絡電流の大きさ,地絡電流によって生じる災害,
,,,
,数mA以上,感電,
,,,
,数十mA以上,感電致死,
,数百mA以上,火災,
,数A〜数千A以上,地絡アークなどにより電線，ケーブル，,4
,,機器の損傷,
