"反限時特性（過電流大→動作時間短い、過電流小→動作時間長い）です。
配線用遮断器の特性（電気設備技術基準　第 33 条　33-2 表）",,,,
,,,,
定格電流の区分,時間,,,
,,,,
,,"定格電流の1.25倍の
電流を通じた場合","定格電流の２倍の
電流を通じた場合",
,,,,
,,,,
30A以下,60分,,2分,
,,,,
30Aを超え50A以下,,,4分,4
,,,,
50Aを超え100A以下,120分,,6分,
100Aを超え225A以下,,,8分,
225Aを超え400A以下,,,10分,
400Aを超え600A以下,,,12分,
600Aを超え800A以下,,,14分,
800Aを超え1000A以下,,,16分,
1000Aを超え1200A以下,,,18分,
,,,,
1200Aを超え1600A以下,,,20分,
,,,,
1600Aを超え2000A以下,,,"22分
配線用遮断器・漏電遮断器の選定",
,,,,
2000Aを超えるもの,,,24分,
