電線サイズ,Ip≧ΣIL,,Ip≧ΣIL,,Ip≧ΣIL,Ip≧ΣIL,解釈第149条,,Ip≧IL,,Ip≧1.25ΣIM,,Ip≧1.1ΣIM,
"(許容電流・IP)
（3ΣIM＋ΣIL＞2.5IP）
（3ΣIM＋ΣIL≦2.5IP）
配線用遮断器・漏電遮断器の選定",,,＋ΣIM,,＋1.25ΣIM,＋1.1ΣIM,2項一号による,,Ip≧IN,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
