サーボアンプ形名,電磁接触器,
,主回路電源のオン/オフ,
,AC電源(注1),DC電源(注2)
MR-J5-60G4/B4/A4,S-T10(注3),SD-T12(注3)
MR-J5-100G4/B4/A4,,
MR-J5-200G4/B4/A4,,
MR-J5-350G4/B4/A4,S-T21(注3),SD-T21(注3)
MR-J5-500G4/B4/A4,,
MR-J5-700G4/B4/A4,,
MR-J5-12KG4/B4/A4(注5),S-T35(注4),SD-T35(注4)
MR-J5-17KG4/B4/A4(注5),S-T35(注4),SD-T35(注4)
MR-J5-25KG4/B4/A4(注5),S-T50(注4),SD-T50(注4)
