規　格,級別,閉路容量試験,,,遮断容量試験,,,電　気　的　耐　久　試　験,,,,,,代　表　的　適　用　例
,,,,,,,,閉　路,,,遮　断,,,
,,電流,電圧,（注1）,電流,電圧,（注1）,電流,電圧,（注1）,電流,電圧,（注1）,
JEM･1038,DC1,1.1Ie,1.1Ee,1(ms),1.1Ie,1.1Ee,1(ms),Ie,Ee,1(ms),Ie,Ee,1(ms) 抵抗負荷,
,DC2,4Ie,,1.1Ee 2.5(ms),4Ie,,1.1Ee 2.5(ms),2.5Ie,Ee,2(ms),Ie,,0.1Ee 7.5(ms) 直流分巻モータの始動、停止,
,DC4,4Ie,1.1Ee,15(ms),4Ie,1.1Ee,15(ms),2.5Ie,,Ee 7.5(ms),Ie,0.3Ee,10(ms) 直流直巻モータの始動、停止,
JIS･C8201-5-1,DC-13,1.1Ie,1.1Ee,6P(ms),1.1Ie,1.1Ee,6P(ms),Ie,Ee,6P(ms),Ie,Ee,,6P(ms) 直流誘導負荷（直流電磁石負荷の制御）
