サーボアンプ形名,電磁接触器,
,主回路電源のオン/オフ,
,AC電源(注1),DC電源(注2)
MR-J5-10G/B/A･,S-T10(注3),SD-T12(注3)
MR-J5-20G/B/A･,,
MR-J5-40G/B/A･,,
MR-J5-60G/B/A･,,
MR-J5-70G/B/A･,,
MR-J5-100G/B/A,,
MR-J5-200G/B/A,"S-T10,･S-T21(注3)",SD-T21(注3)
MR-J5-350G/B/A,S-T21(注3),
MR-J5-500G/B/A,"S-T25,･S-T35(注3)",SD-T35(注3)
MR-J5-700G/B/A,"S-T35,･S-T50(注3)",SD-T50(注3)
MR-J5-12KG/B/A(注5),S-T50(注4),SD-T50(注4)
MR-J5-17KG/B/A(注5),S-T65(注4),SD-T65(注4)
MR-J5-25KG/B/A(注5),S-T100(注4),SD-T100(注4)
