形						名,,対応形名
漏電アラーム,"NF50-ZKC, NF100-ZKC","NV50-KC, NV100-KC"
,NF63-ZCV/ZSV/ZHV～NF250-ZCV/ZSV/ZHV（注1） NV63-CV/SV/HV～NV250-CV/SV/HV,
,"NF125-ZEV, NF250-ZEV","NV125-SEV, NV250-SEV"
,NF400-ZEW～NF800-ZEW,NV400-SEW～NV800-SEW
,NF400-ZCW/ZSW,NV400-CW/SW
,NF630-ZCW/ZSW,NV630-CW/SW
,"NF1000-ZSB, NF1200-ZSB","NV1000-SB, NV1200-SB"
