労働安全衛生規則,"移動式・可搬
式の電動機械
器具
第333条
第334条
第354条
（　　　）",23．水など導電性の高い液体で湿潤している場所,"●
（50V以下×）",●,●,●,●
,,24．鉄板上・鉄骨上・定盤上など導電性の高い場所,,,,,
,,25．上記23・24以外の場所,,,,,
,,26．絶縁変圧器を使用した非接地回路,,,,,
,,27．絶縁台上で使用する場合,× × × ×,× × × ×,× × × ×,● × × ×,● ● × −
,,28．電気用品適用の2重絶縁構造の機器,,,,,
